no_topics,min_df,max_df,alpha,eta,c_v
15.0,0.1,0.4,0.06,0.26,0.32309235570196293
7.0,0.04,0.43,0.41000000000000003,0.1,0.3188036211621273
7.0,0.09,0.12,0.19,0.09,0.2464011053381352
12.0,0.01,0.3,0.34,0.13,0.33348261766542514
12.0,0.08,0.26,0.46,0.01,0.30147751253926164
2.0,0.1,0.24,0.32,0.23,0.2988414372631055
11.0,0.07,0.29,0.36,0.24,0.3281712622179724
10.0,0.01,0.34,0.05,0.23,0.3268292995819783
11.0,0.05,0.24,0.02,0.17,0.31074451035593825
3.0,0.08,0.28,0.06,0.03,0.27644500796827337
12.0,0.08,0.37,0.03,0.23,0.31753975849404276
11.0,0.05,0.44,0.14,0.02,0.3359247154369773
15.0,0.03,0.49,0.43,0.14,0.3579875544844827
11.0,0.02,0.22,0.25,0.25,0.3106595734433277
15.0,0.05,0.44,0.24,0.26,0.3112553052881015
4.0,0.04,0.21,0.23,0.16,0.3255629570756465
2.0,0.08,0.15,0.22,0.19,0.26599374764690586
12.0,0.05,0.25,0.18,0.12,0.32251498844940174
3.0,0.05,0.45,0.29,0.14,0.27531943960503386
12.0,0.08,0.22,0.45,0.08,0.3072107682602051
15.0,0.06,0.5,0.45,0.16,0.3425900893711761
9.0,0.07,0.28,0.05,0.05,0.323043498809996
12.0,0.05,0.44,0.16,0.11,0.3277777684565108
6.0,0.06,0.33,0.24,0.17,0.3535888698220535
12.0,0.1,0.27,0.27,0.26,0.29986832385020307
9.0,0.08,0.14,0.34,0.16,0.26769973415310017
7.0,0.07,0.41000000000000003,0.1,0.03,0.3248719999338365
8.0,0.01,0.39,0.2,0.03,0.33672453695179294
8.0,0.07,0.13,0.39,0.12,0.29567488706291134
9.0,0.01,0.18,0.27,0.2,0.3094495528778449
9.0,0.05,0.46,0.27,0.05,0.335770203166647
4.0,0.1,0.25,0.25,0.22,0.320598123485209
12.0,0.06,0.41000000000000003,0.49,0.26,0.3084230150866703
12.0,0.08,0.16,0.45,0.17,0.3122807937153376
5.0,0.08,0.16,0.13,0.02,0.3284967302811486
11.0,0.06,0.35000000000000003,0.48,0.24,0.3247782709397449
13.0,0.1,0.18,0.29,0.14,0.2750028693984496
9.0,0.02,0.33,0.38,0.15,0.317268141603865
7.0,0.06,0.36,0.21,0.07,0.3436416013789759
3.0,0.02,0.26,0.25,0.26,0.2767758307406996
2.0,0.1,0.42,0.41000000000000003,0.11,0.26926908514135517
12.0,0.09,0.25,0.34,0.06,0.2972554307608377
5.0,0.02,0.41000000000000003,0.43,0.12,0.30317564693460447
14.0,0.09,0.38,0.24,0.28,0.3032785018784824
11.0,0.1,0.11,0.46,0.21,0.33858464375333597
5.0,0.08,0.38,0.44,0.13,0.3018163098290299
7.0,0.03,0.16,0.08,0.03,0.30538760769867174
11.0,0.01,0.5,0.17,0.14,0.33241351940107894
7.0,0.01,0.43,0.07,0.25,0.3443573884542566
8.0,0.03,0.47000000000000003,0.42,0.27,0.36362034055908826
11.0,0.06,0.38,0.23,0.12,0.3156629800099057
9.0,0.05,0.29,0.04,0.17,0.3405351559242056
14.0,0.03,0.48,0.2,0.23,0.36583245727177444
2.0,0.03,0.4,0.07,0.12,0.2930642104762201
13.0,0.03,0.15,0.22,0.01,0.3042020445899311
11.0,0.01,0.23,0.07,0.22,0.3342330578964471
12.0,0.06,0.47000000000000003,0.08,0.14,0.33949706984348094
5.0,0.1,0.38,0.15,0.2,0.294816566605113
7.0,0.09,0.17,0.39,0.02,0.2979014991441865
4.0,0.08,0.38,0.33,0.28,0.3189150790970905
13.0,0.05,0.36,0.45,0.1,0.32989241139080516
12.0,0.02,0.15,0.24,0.3,0.32141406591447214
2.0,0.05,0.27,0.45,0.18,0.2561998704055042
14.0,0.06,0.4,0.45,0.01,0.3259963740657443
4.0,0.05,0.4,0.19,0.16,0.313880804444562
15.0,0.07,0.39,0.07,0.24,0.3310953489227776
15.0,0.04,0.42,0.28,0.06,0.34080579819230444
7.0,0.03,0.27,0.31,0.15,0.36778973875162296
4.0,0.09,0.44,0.01,0.06,0.33501898625161164
10.0,0.1,0.24,0.04,0.11,0.28847401335137524
12.0,0.1,0.42,0.41000000000000003,0.17,0.31415250627332486
3.0,0.07,0.48,0.35000000000000003,0.29,0.3405342694279154
15.0,0.04,0.16,0.33,0.12,0.316921225428684
9.0,0.03,0.47000000000000003,0.23,0.01,0.3698115178910915
6.0,0.02,0.46,0.18,0.18,0.3442239316716826
5.0,0.04,0.4,0.31,0.07,0.3243004726579676
13.0,0.05,0.5,0.05,0.28,0.3328222389956825
9.0,0.02,0.16,0.34,0.06,0.3311403840537985
2.0,0.09,0.11,0.2,0.06,0.21210705677237146
5.0,0.07,0.15,0.44,0.05,0.26513331294819065
6.0,0.09,0.2,0.06,0.13,0.3179111425526994
5.0,0.01,0.31,0.48,0.29,0.3299697642192855
7.0,0.04,0.42,0.22,0.08,0.32034565366419343
8.0,0.06,0.31,0.2,0.27,0.3457245928499596
8.0,0.09,0.25,0.17,0.17,0.306507775661365
5.0,0.01,0.44,0.46,0.15,0.29458370540224266
2.0,0.05,0.14,0.42,0.11,0.3144365453597901
15.0,0.06,0.42,0.36,0.09,0.3337257797227053
13.0,0.02,0.12,0.14,0.18,0.32133076196451876
14.0,0.06,0.33,0.14,0.16,0.3452026975565809
3.0,0.05,0.38,0.09,0.12,0.2683767038051751
8.0,0.03,0.32,0.33,0.12,0.3348559916099648
8.0,0.04,0.25,0.28,0.11,0.3514733518315364
7.0,0.06,0.44,0.3,0.26,0.3400508632161496
12.0,0.1,0.25,0.05,0.07,0.3010606576044209
4.0,0.08,0.49,0.25,0.15,0.3674204591570938
12.0,0.1,0.35000000000000003,0.42,0.16,0.3124794563920818
11.0,0.03,0.37,0.14,0.3,0.34738381794556333
11.0,0.06,0.14,0.13,0.01,0.2964975419372211
12.0,0.05,0.18,0.06,0.21,0.3227249276908311
4.0,0.02,0.35000000000000003,0.3,0.01,0.3122492067398219
2.0,0.03,0.24,0.21,0.26,0.2713408506535422
14.0,0.08,0.14,0.02,0.16,0.2989499971142317
10.0,0.02,0.33,0.19,0.06,0.3159968832012876
4.0,0.03,0.34,0.01,0.21,0.33256921911943776
2.0,0.01,0.38,0.23,0.24,0.2967256754380277
15.0,0.01,0.5,0.05,0.28,0.34379901988275796
8.0,0.01,0.2,0.09,0.12,0.3238397861730983
8.0,0.1,0.32,0.42,0.07,0.28867429893377095
5.0,0.08,0.24,0.14,0.04,0.28814883943684394
11.0,0.1,0.45,0.33,0.09,0.326744774678518
9.0,0.09,0.13,0.16,0.11,0.2515593597705651
12.0,0.05,0.27,0.45,0.27,0.3160471619034347
7.0,0.06,0.4,0.16,0.3,0.3539867940818939
2.0,0.04,0.49,0.43,0.03,0.32837943355268984
15.0,0.07,0.43,0.34,0.18,0.31418474074689623
2.0,0.01,0.26,0.46,0.19,0.25525786551533325
10.0,0.05,0.3,0.05,0.22,0.32114778117785825
8.0,0.02,0.25,0.29,0.16,0.31728493495229304
15.0,0.03,0.33,0.34,0.03,0.34581127808109763
14.0,0.05,0.42,0.4,0.02,0.31283653851820076
8.0,0.1,0.16,0.37,0.05,0.28039695992120894
2.0,0.06,0.5,0.26,0.24,0.30713113977492607
15.0,0.05,0.35000000000000003,0.07,0.22,0.3313083864016839
12.0,0.06,0.48,0.16,0.07,0.3376633055796583
3.0,0.04,0.45,0.33,0.11,0.2970572957431562
3.0,0.02,0.43,0.47000000000000003,0.18,0.2834348371764856
2.0,0.03,0.18,0.31,0.01,0.3744697091760827
9.0,0.09,0.37,0.44,0.24,0.305969977585736
11.0,0.06,0.35000000000000003,0.34,0.1,0.33151099447999843
12.0,0.1,0.21,0.45,0.04,0.2610149163669528
7.0,0.06,0.47000000000000003,0.14,0.17,0.3269704667898753
7.0,0.07,0.36,0.5,0.18,0.29260646998135326
13.0,0.07,0.21,0.27,0.29,0.31288842385158144
14.0,0.1,0.36,0.08,0.19,0.3246810984118644
14.0,0.07,0.4,0.27,0.05,0.32000355483937204
6.0,0.04,0.31,0.33,0.03,0.31656984664887416
9.0,0.09,0.38,0.4,0.21,0.2911224366079266
3.0,0.08,0.22,0.13,0.08,0.27166124480207615
4.0,0.06,0.24,0.28,0.22,0.2970128062823232
6.0,0.08,0.26,0.39,0.25,0.2986617114654038
14.0,0.07,0.11,0.13,0.22,0.24555339469188153
5.0,0.1,0.12,0.29,0.14,0.26943596007696224
9.0,0.02,0.36,0.21,0.02,0.3254065213004666
8.0,0.01,0.25,0.08,0.05,0.32947088396198987
9.0,0.08,0.41000000000000003,0.18,0.05,0.29662997784022005
7.0,0.02,0.16,0.08,0.24,0.3290422293098351
14.0,0.04,0.18,0.22,0.21,0.33749231323507073
10.0,0.1,0.28,0.08,0.3,0.28964175496130173
7.0,0.08,0.11,0.26,0.06,0.252309997870927
8.0,0.04,0.17,0.05,0.2,0.32150538633734727
5.0,0.04,0.4,0.37,0.08,0.3243004726579676
3.0,0.07,0.17,0.48,0.26,0.2662752949865858
15.0,0.05,0.42,0.05,0.09,0.31196137436050486
8.0,0.09,0.11,0.33,0.25,0.2046474914539715
9.0,0.08,0.41000000000000003,0.16,0.19,0.29822478915674694
12.0,0.02,0.36,0.31,0.29,0.3524817585190634
2.0,0.06,0.47000000000000003,0.32,0.08,0.30713113977492607
5.0,0.1,0.11,0.4,0.03,0.33858464375333597
2.0,0.02,0.14,0.05,0.2,0.24472944410574984
14.0,0.09,0.17,0.11,0.15,0.28017186261212884
5.0,0.05,0.23,0.49,0.05,0.30823619391064916
12.0,0.01,0.13,0.1,0.11,0.293975175605181
14.0,0.08,0.38,0.01,0.13,0.30915535520803017
11.0,0.1,0.22,0.3,0.18,0.2892321476070887
8.0,0.05,0.18,0.45,0.11,0.30023711196208114
7.0,0.04,0.24,0.14,0.07,0.2864005932658213
9.0,0.07,0.45,0.21,0.29,0.3425137614126653
4.0,0.06,0.35000000000000003,0.1,0.24,0.3425190723552083
6.0,0.1,0.44,0.15,0.23,0.32860469722719077
6.0,0.03,0.27,0.25,0.24,0.32567771539963014
6.0,0.08,0.26,0.3,0.22,0.29744813343243
14.0,0.09,0.4,0.34,0.19,0.30181782327202417
3.0,0.05,0.26,0.08,0.3,0.31004702076684415
6.0,0.02,0.35000000000000003,0.23,0.22,0.3155846015931858
12.0,0.06,0.35000000000000003,0.22,0.03,0.32435613482594944
3.0,0.03,0.25,0.17,0.28,0.2699268863025974
4.0,0.01,0.23,0.36,0.16,0.32653302304408616
11.0,0.06,0.39,0.2,0.07,0.3196444811582732
10.0,0.02,0.14,0.4,0.09,0.3191504883839765
13.0,0.05,0.48,0.21,0.15,0.3329127481113171
12.0,0.09,0.34,0.48,0.13,0.3153486491925292
8.0,0.02,0.24,0.07,0.24,0.3133625630871587
10.0,0.02,0.49,0.32,0.23,0.331955009398749
8.0,0.09,0.44,0.46,0.18,0.3156541578258103
11.0,0.05,0.45,0.29,0.16,0.3513115221612497
10.0,0.08,0.16,0.22,0.11,0.3274500963109913
9.0,0.07,0.41000000000000003,0.01,0.22,0.32249266419675027
10.0,0.09,0.42,0.07,0.25,0.32691269456039507
10.0,0.05,0.25,0.19,0.05,0.32589569127575385
6.0,0.06,0.38,0.27,0.21,0.34676437749390326
10.0,0.02,0.24,0.39,0.09,0.2883699379191592
10.0,0.07,0.3,0.27,0.15,0.33768482957025536
10.0,0.07,0.45,0.36,0.06,0.3305041563430026
5.0,0.01,0.43,0.33,0.06,0.29937750564776433
9.0,0.07,0.32,0.45,0.02,0.3046731735011583
5.0,0.05,0.39,0.13,0.02,0.34194535312297275
8.0,0.07,0.14,0.04,0.25,0.31744201028420377
3.0,0.1,0.25,0.37,0.13,0.32715662321814504
15.0,0.1,0.28,0.5,0.13,0.28678182030575283
5.0,0.02,0.18,0.39,0.15,0.3553402772484027
13.0,0.03,0.43,0.3,0.14,0.3273624354869339
5.0,0.1,0.3,0.24,0.2,0.27092330498503425
4.0,0.05,0.34,0.46,0.12,0.3125349594893272
13.0,0.09,0.22,0.07,0.28,0.3026921004831362
10.0,0.09,0.27,0.04,0.21,0.3115623093933805
10.0,0.01,0.28,0.16,0.11,0.36056151318894847
8.0,0.07,0.24,0.34,0.18,0.2989142342941635
3.0,0.07,0.15,0.32,0.21,0.2702147911841629
8.0,0.1,0.34,0.26,0.08,0.3372901440468038
11.0,0.08,0.24,0.4,0.23,0.3138584517560162
7.0,0.1,0.37,0.28,0.16,0.32224323836605523
7.0,0.03,0.38,0.38,0.2,0.34484570251357516
2.0,0.03,0.25,0.18,0.17,0.23472331310407757
9.0,0.01,0.24,0.02,0.29,0.3512992364701373
6.0,0.01,0.22,0.02,0.25,0.346273390370639
14.0,0.02,0.44,0.09,0.05,0.3249290960747015
8.0,0.05,0.37,0.48,0.01,0.32290139864023604
3.0,0.01,0.15,0.46,0.19,0.25848596153160175
7.0,0.03,0.38,0.28,0.02,0.3558199395185121
8.0,0.09,0.42,0.37,0.15,0.3233779831590443
8.0,0.1,0.22,0.25,0.29,0.29973348281237155
7.0,0.03,0.17,0.26,0.2,0.3513620245141399
5.0,0.05,0.46,0.11,0.14,0.3621226138769919
13.0,0.06,0.34,0.48,0.26,0.32211741856281556
14.0,0.08,0.46,0.46,0.01,0.33016382670658756
13.0,0.1,0.37,0.09,0.16,0.3223230367306318
11.0,0.09,0.14,0.5,0.2,0.2629233796642954
10.0,0.02,0.31,0.09,0.1,0.3182146033705579
11.0,0.1,0.31,0.14,0.19,0.2820929729009183
2.0,0.08,0.32,0.43,0.01,0.30699885690523315
15.0,0.06,0.38,0.48,0.04,0.3237511104858016
6.0,0.02,0.19,0.41000000000000003,0.19,0.30835730068196887
2.0,0.02,0.35000000000000003,0.17,0.22,0.2947123469443768
6.0,0.07,0.33,0.5,0.02,0.32006657230133206
5.0,0.1,0.44,0.1,0.14,0.2976463706813629
3.0,0.02,0.47000000000000003,0.23,0.28,0.34362096064716185
15.0,0.02,0.21,0.45,0.07,0.32496141104512194
10.0,0.1,0.34,0.39,0.17,0.32061765819745514
15.0,0.08,0.22,0.01,0.22,0.307115764234497
12.0,0.02,0.47000000000000003,0.23,0.26,0.33989839100323754
13.0,0.03,0.3,0.14,0.29,0.349295082850665
2.0,0.07,0.21,0.2,0.15,0.265213514787621
6.0,0.06,0.38,0.29,0.06,0.33992639664075713
4.0,0.06,0.31,0.23,0.11,0.3484079485186996
6.0,0.1,0.39,0.09,0.11,0.3064728536884387
9.0,0.1,0.35000000000000003,0.45,0.24,0.319053680978834
7.0,0.01,0.36,0.39,0.07,0.29530741837746666
9.0,0.04,0.34,0.1,0.01,0.3328519200534153
3.0,0.01,0.24,0.43,0.16,0.2880064333158477
11.0,0.03,0.12,0.04,0.13,0.3147779412493439
5.0,0.06,0.42,0.45,0.18,0.3379002584785713
6.0,0.08,0.41000000000000003,0.06,0.16,0.3043200350021395
13.0,0.05,0.41000000000000003,0.29,0.15,0.29634267636566014
9.0,0.05,0.41000000000000003,0.01,0.07,0.3181134600660886
3.0,0.07,0.39,0.37,0.14,0.29358235511366176
14.0,0.06,0.35000000000000003,0.4,0.11,0.32564626469365926
13.0,0.02,0.35000000000000003,0.06,0.2,0.35616596197065475
12.0,0.05,0.36,0.16,0.14,0.33998886823928726
3.0,0.07,0.47000000000000003,0.33,0.04,0.3405342694279154
9.0,0.06,0.29,0.4,0.2,0.3321460179171945
2.0,0.03,0.32,0.49,0.27,0.32622550860976285
11.0,0.08,0.31,0.15,0.3,0.32529354779833586
8.0,0.1,0.44,0.35000000000000003,0.18,0.3186156543179754
7.0,0.1,0.36,0.45,0.24,0.32772770134920115
9.0,0.02,0.36,0.46,0.25,0.3227539943603676
10.0,0.05,0.25,0.26,0.21,0.32058206932205113
3.0,0.07,0.36,0.14,0.04,0.2941508633402003
15.0,0.05,0.23,0.11,0.24,0.3153744673650742
11.0,0.04,0.28,0.12,0.23,0.3296219950602
13.0,0.09,0.4,0.19,0.25,0.3042574764614326
5.0,0.04,0.13,0.45,0.11,0.315471329285684
7.0,0.07,0.42,0.34,0.24,0.2951029749731999
10.0,0.1,0.17,0.09,0.07,0.2906834406490293
4.0,0.07,0.24,0.23,0.06,0.30038978814114037
13.0,0.05,0.48,0.18,0.09,0.3309923411746414
15.0,0.02,0.31,0.09,0.09,0.3100879248666863
4.0,0.09,0.16,0.29,0.23,0.2752861043197146
7.0,0.04,0.22,0.38,0.09,0.27704034822161655
7.0,0.03,0.47000000000000003,0.34,0.23,0.3591344954176325
12.0,0.06,0.38,0.4,0.2,0.3174886523142391
2.0,0.06,0.27,0.07,0.29,0.34031182262199877
10.0,0.08,0.38,0.27,0.24,0.2966254138355361
4.0,0.01,0.44,0.05,0.3,0.3029716907194011
11.0,0.1,0.25,0.03,0.28,0.30505304061892385
9.0,0.07,0.11,0.34,0.03,0.23420894371687456
4.0,0.05,0.44,0.38,0.12,0.3113318915992392
5.0,0.01,0.14,0.3,0.23,0.27543823921694444
13.0,0.08,0.39,0.27,0.23,0.3080114481514728
7.0,0.09,0.15,0.02,0.02,0.2871231042563154
10.0,0.07,0.43,0.48,0.28,0.30425004157266916
13.0,0.09,0.19,0.46,0.22,0.29438730177594996
12.0,0.01,0.36,0.18,0.28,0.33603263983099046
11.0,0.03,0.38,0.28,0.04,0.3363582684137722
3.0,0.1,0.32,0.32,0.15,0.2842634361330892
7.0,0.06,0.16,0.48,0.06,0.30661458211180787
4.0,0.1,0.26,0.43,0.04,0.3192716185289793
15.0,0.09,0.11,0.1,0.29,0.20395704183957475
4.0,0.06,0.28,0.06,0.14,0.2997788547518201
11.0,0.02,0.3,0.3,0.29,0.354842443308852
6.0,0.05,0.45,0.17,0.13,0.32637975877987047
15.0,0.06,0.16,0.31,0.19,0.30249557543039474
9.0,0.06,0.3,0.41000000000000003,0.3,0.35381071393499025
2.0,0.07,0.23,0.07,0.21,0.24255985692223284
2.0,0.07,0.31,0.06,0.22,0.27462935198551264
8.0,0.06,0.22,0.2,0.17,0.31060061713116
6.0,0.03,0.49,0.32,0.17,0.35143137292804844
5.0,0.07,0.49,0.45,0.06,0.3284630203722729
12.0,0.01,0.12,0.3,0.1,0.3319329582847208
2.0,0.02,0.42,0.31,0.13,0.28799288610268053
11.0,0.05,0.28,0.07,0.29,0.3190302640475747
4.0,0.03,0.19,0.25,0.04,0.3480258329469434
6.0,0.1,0.42,0.16,0.28,0.3256857264181281
13.0,0.06,0.46,0.38,0.27,0.33430733885880665
12.0,0.09,0.27,0.43,0.04,0.30087347500171985
5.0,0.05,0.46,0.38,0.26,0.35010135117144925
15.0,0.04,0.3,0.02,0.17,0.3430554809122254
9.0,0.01,0.27,0.05,0.17,0.3205174507658551
5.0,0.08,0.4,0.42,0.11,0.2999332700078013
14.0,0.03,0.33,0.47000000000000003,0.08,0.33915503823023524
14.0,0.02,0.33,0.27,0.05,0.3039865308570926
5.0,0.07,0.27,0.16,0.1,0.32017643399205975
9.0,0.08,0.29,0.25,0.16,0.32530128016337895
10.0,0.06,0.38,0.15,0.29,0.31849138765973567
4.0,0.03,0.26,0.46,0.26,0.26622629866174885
4.0,0.07,0.22,0.39,0.27,0.29185181846256514
8.0,0.1,0.44,0.43,0.22,0.3111553701934569
9.0,0.01,0.19,0.26,0.24,0.3020931478330934
8.0,0.05,0.28,0.45,0.04,0.3017863790132056
6.0,0.07,0.13,0.08,0.25,0.31629925917124047
12.0,0.05,0.43,0.34,0.29,0.32914104686261997
13.0,0.06,0.17,0.03,0.29,0.3239814909880478
10.0,0.06,0.17,0.26,0.1,0.30515186679109757
11.0,0.05,0.3,0.26,0.23,0.31882206853859946
3.0,0.03,0.5,0.16,0.1,0.3422992115969241
10.0,0.08,0.38,0.17,0.25,0.2984005499576884
2.0,0.07,0.15,0.21,0.01,0.2645429251618633
8.0,0.1,0.39,0.38,0.12,0.3019779376755694
12.0,0.09,0.16,0.13,0.01,0.28147271022095405
5.0,0.09,0.23,0.14,0.09,0.3007777733733262
4.0,0.1,0.17,0.01,0.16,0.29148684231753896
10.0,0.04,0.5,0.23,0.3,0.34405629371663404
14.0,0.09,0.5,0.5,0.25,0.3250575643853711
15.0,0.08,0.19,0.48,0.02,0.2879139496437265
7.0,0.03,0.28,0.16,0.02,0.31398271378125336
5.0,0.1,0.34,0.23,0.1,0.32594645734653194
10.0,0.07,0.25,0.43,0.27,0.3047924462619667
12.0,0.08,0.31,0.07,0.22,0.3258354912856006
4.0,0.03,0.21,0.09,0.24,0.34771457802208305
3.0,0.03,0.33,0.4,0.29,0.3490093268502237
15.0,0.05,0.5,0.09,0.29,0.33634533338294526
10.0,0.08,0.46,0.42,0.24,0.3344787319393975
3.0,0.09,0.38,0.29,0.11,0.2877985670644893
11.0,0.06,0.22,0.37,0.16,0.3213571097692686
6.0,0.02,0.23,0.06,0.23,0.3208959861462965
11.0,0.03,0.2,0.22,0.05,0.3095526585282057
8.0,0.02,0.37,0.24,0.23,0.33332810087134634
10.0,0.02,0.23,0.45,0.28,0.28758448532729064
12.0,0.05,0.35000000000000003,0.18,0.02,0.34032625278899215
11.0,0.1,0.26,0.39,0.02,0.2989601053284112
11.0,0.03,0.15,0.43,0.3,0.296365978408794
14.0,0.06,0.47000000000000003,0.4,0.11,0.34369789580677246
14.0,0.04,0.16,0.38,0.17,0.31629602282514185
4.0,0.07,0.28,0.26,0.07,0.3307711849519501
8.0,0.07,0.36,0.47000000000000003,0.01,0.2982533879292272
11.0,0.1,0.32,0.01,0.13,0.288036424009887
15.0,0.05,0.22,0.22,0.2,0.319966145968603
7.0,0.08,0.46,0.49,0.01,0.32767567752144044
3.0,0.03,0.12,0.37,0.22,0.3364023196520698
13.0,0.04,0.45,0.11,0.17,0.32461353999762355
11.0,0.04,0.48,0.22,0.25,0.3393516674391997
13.0,0.08,0.28,0.36,0.06,0.3219772604199329
13.0,0.03,0.16,0.29,0.22,0.3219121857251211
14.0,0.02,0.48,0.33,0.04,0.33920959514174254
7.0,0.1,0.37,0.05,0.02,0.32944760508594134
5.0,0.03,0.4,0.4,0.04,0.3281553137269895
13.0,0.07,0.37,0.18,0.04,0.31919192986446315
10.0,0.09,0.34,0.08,0.18,0.3253180018033161
3.0,0.04,0.38,0.38,0.19,0.302683996039824
10.0,0.03,0.18,0.5,0.04,0.3181956682477077
9.0,0.05,0.24,0.19,0.01,0.31120673316967246
10.0,0.09,0.28,0.43,0.24,0.30377037533641577
5.0,0.06,0.24,0.04,0.18,0.33008777455075383
10.0,0.02,0.31,0.11,0.3,0.31808646929444395
6.0,0.09,0.14,0.13,0.06,0.24975177564042794
5.0,0.07,0.24,0.08,0.2,0.2956863064745342
3.0,0.05,0.24,0.18,0.12,0.28206052539536025
4.0,0.03,0.12,0.25,0.23,0.32727832666627055
3.0,0.06,0.38,0.18,0.11,0.333530841817086
8.0,0.02,0.16,0.2,0.12,0.33115458579064067
12.0,0.01,0.27,0.08,0.28,0.3186434941929896
2.0,0.05,0.18,0.13,0.12,0.2428189080686931
14.0,0.07,0.33,0.27,0.16,0.3203731242956865
8.0,0.1,0.26,0.36,0.07,0.3190318389846393
13.0,0.05,0.22,0.27,0.1,0.3093971931345737
10.0,0.1,0.18,0.28,0.04,0.2780420872284878
15.0,0.04,0.24,0.09,0.23,0.3296589853523403
13.0,0.09,0.12,0.11,0.02,0.25447117948556586
15.0,0.02,0.43,0.38,0.02,0.3190823983770682
13.0,0.06,0.25,0.16,0.07,0.3281685827808652
10.0,0.05,0.12,0.19,0.1,0.2944517843482641
7.0,0.03,0.23,0.5,0.15,0.27281031507252246
9.0,0.05,0.32,0.5,0.18,0.3263433936497462
7.0,0.02,0.25,0.43,0.14,0.327546352403091
2.0,0.01,0.47000000000000003,0.35000000000000003,0.23,0.3079154498144888
3.0,0.04,0.46,0.17,0.27,0.33873218534350463
7.0,0.01,0.4,0.44,0.01,0.31402608232771
11.0,0.03,0.19,0.28,0.21,0.3406920046656769
12.0,0.06,0.26,0.14,0.12,0.3295983797658491
2.0,0.03,0.22,0.07,0.22,0.2713408506535422
8.0,0.06,0.17,0.06,0.19,0.3098647907615358
5.0,0.01,0.42,0.3,0.12,0.29937750564776433
15.0,0.07,0.32,0.33,0.2,0.31638033658758236
9.0,0.05,0.11,0.1,0.17,0.2746277074905708
15.0,0.01,0.44,0.37,0.16,0.3226399967086185
10.0,0.1,0.34,0.3,0.3,0.32029972044167204
9.0,0.09,0.28,0.06,0.24,0.30804116969535755
4.0,0.07,0.4,0.05,0.25,0.32329704214366095
5.0,0.08,0.12,0.38,0.24,0.265192198223612
2.0,0.04,0.19,0.36,0.06,0.26416994696765406
2.0,0.06,0.49,0.47000000000000003,0.2,0.3057082474039811
12.0,0.02,0.3,0.38,0.12,0.34762001917653507
12.0,0.06,0.18,0.18,0.18,0.3192762243066638
10.0,0.01,0.2,0.08,0.27,0.33615365072674136
3.0,0.09,0.28,0.32,0.16,0.27533781937571683
12.0,0.01,0.25,0.1,0.25,0.31361223040250247
2.0,0.05,0.35000000000000003,0.31,0.22,0.33161466137613393
12.0,0.08,0.45,0.02,0.21,0.3274127931658361
5.0,0.02,0.27,0.13,0.28,0.34268512477887836
2.0,0.06,0.28,0.27,0.13,0.35658993281431256
4.0,0.01,0.14,0.13,0.18,0.25057924195772024
2.0,0.07,0.22,0.25,0.24,0.24255985692223286
7.0,0.06,0.22,0.44,0.19,0.3154897281811868
15.0,0.06,0.16,0.18,0.1,0.3086220899547249
12.0,0.06,0.27,0.09,0.11,0.3317933770126059
6.0,0.03,0.43,0.2,0.22,0.3110742820023386
12.0,0.06,0.26,0.07,0.29,0.32969340274868825
11.0,0.02,0.4,0.42,0.2,0.2988533011479392
3.0,0.01,0.18,0.29,0.07,0.28650282512307684
15.0,0.04,0.27,0.15,0.01,0.3281768445779917
15.0,0.04,0.47000000000000003,0.1,0.12,0.34924351881319515
12.0,0.01,0.24,0.39,0.11,0.3306852885895914
3.0,0.01,0.45,0.19,0.04,0.3328655827991995
10.0,0.02,0.2,0.47000000000000003,0.28,0.32065805744496473
12.0,0.04,0.31,0.22,0.04,0.3448992540655491
3.0,0.04,0.14,0.38,0.21,0.31256663081711766
10.0,0.1,0.22,0.31,0.21,0.2938203924223565
9.0,0.06,0.27,0.46,0.2,0.3218862241143058
3.0,0.03,0.14,0.02,0.14,0.35279590105721975
9.0,0.01,0.29,0.46,0.09,0.2935463198670263
10.0,0.04,0.19,0.25,0.2,0.3037483671807381
13.0,0.09,0.19,0.42,0.08,0.2977576664572774
14.0,0.03,0.19,0.17,0.07,0.3362590232755971
12.0,0.07,0.15,0.01,0.06,0.2943591196690059
6.0,0.07,0.39,0.12,0.21,0.32950538523677025
6.0,0.06,0.23,0.32,0.19,0.32679134814838207
7.0,0.04,0.4,0.41000000000000003,0.12,0.3001839740976927
14.0,0.04,0.43,0.13,0.2,0.3288391770990759
4.0,0.05,0.11,0.19,0.02,0.2731065921427116
2.0,0.01,0.38,0.36,0.07,0.2967256754380277
4.0,0.03,0.12,0.25,0.1,0.32727832666627055
7.0,0.1,0.24,0.07,0.06,0.30277455211858306
6.0,0.09,0.15,0.3,0.1,0.2777415139502915
6.0,0.08,0.31,0.25,0.27,0.355326405281253
6.0,0.06,0.49,0.04,0.3,0.3190931734971236
4.0,0.01,0.23,0.13,0.22,0.3297768361684649
4.0,0.04,0.12,0.27,0.22,0.2823802890844489
4.0,0.06,0.4,0.03,0.26,0.32998121249824774
14.0,0.01,0.24,0.16,0.12,0.34388534791966435
15.0,0.04,0.3,0.15,0.03,0.3439028212841129
10.0,0.05,0.46,0.36,0.09,0.33401691968884867
11.0,0.04,0.37,0.01,0.09,0.3302925067700982
6.0,0.02,0.39,0.05,0.09,0.31300954421076677
10.0,0.1,0.42,0.28,0.17,0.3221950768753675
