no_topics,min_df,max_df,alpha,eta,c_v
10.0,0.06,0.32,0.49,0.28,0.34478046527274075
7.0,0.04,0.18,0.37,0.07,0.29501294716508397
5.0,0.09,0.29,0.05,0.04,0.2779120340384035
11.0,0.03,0.16,0.47000000000000003,0.12,0.28949320573062653
7.0,0.08,0.26,0.24,0.1,0.30063334581290685
3.0,0.07,0.18,0.24,0.18,0.3485604959974032
6.0,0.03,0.25,0.42,0.04,0.3254062099821337
4.0,0.05,0.38,0.18,0.04,0.31388080444456196
11.0,0.09,0.13,0.07,0.12,0.2540988773686036
6.0,0.09,0.14,0.38,0.03,0.250756618686475
2.0,0.1,0.26,0.31,0.16,0.32496704919337904
4.0,0.01,0.19,0.32,0.03,0.27150031561550597
4.0,0.05,0.34,0.07,0.07,0.3325872260028136
14.0,0.04,0.34,0.3,0.18,0.32262105924820317
3.0,0.07,0.32,0.28,0.3,0.28985241734587336
10.0,0.07,0.22,0.44,0.19,0.3014471172643504
12.0,0.01,0.37,0.5,0.11,0.317176158557047
13.0,0.03,0.13,0.46,0.27,0.302093648605974
15.0,0.08,0.5,0.25,0.07,0.33579203358496534
2.0,0.08,0.22,0.1,0.02,0.26724588350553014
2.0,0.02,0.21,0.17,0.05,0.2518942574785381
15.0,0.01,0.5,0.02,0.11,0.34514313088207094
11.0,0.03,0.28,0.14,0.05,0.30535710203810584
3.0,0.03,0.34,0.14,0.18,0.3485370649497586
2.0,0.05,0.37,0.4,0.25,0.33161466137613393
5.0,0.02,0.3,0.29,0.22,0.3194204820806531
15.0,0.04,0.23,0.45,0.08,0.30389231834407937
10.0,0.1,0.19,0.02,0.28,0.27672637773561315
5.0,0.02,0.27,0.25,0.01,0.33792918955397744
13.0,0.05,0.28,0.43,0.27,0.3062302773175004
5.0,0.08,0.36,0.13,0.3,0.3300636120017354
15.0,0.1,0.17,0.06,0.02,0.2830323254208317
8.0,0.03,0.42,0.18,0.12,0.33432230330641044
2.0,0.1,0.41000000000000003,0.16,0.28,0.3126631388626131
10.0,0.03,0.3,0.35000000000000003,0.05,0.3440573069831642
10.0,0.07,0.23,0.08,0.12,0.3180259010602083
12.0,0.04,0.28,0.07,0.28,0.3229870445492287
11.0,0.1,0.43,0.48,0.29,0.3165692991974756
9.0,0.04,0.21,0.37,0.29,0.33634594623569253
12.0,0.07,0.35000000000000003,0.1,0.14,0.3263174128600668
6.0,0.03,0.47000000000000003,0.37,0.02,0.35143137292804844
3.0,0.07,0.36,0.27,0.03,0.2987846923062792
8.0,0.09,0.27,0.22,0.04,0.3070564194831702
12.0,0.07,0.35000000000000003,0.25,0.14,0.3145572027989448
15.0,0.08,0.39,0.49,0.14,0.31300573033467916
14.0,0.03,0.43,0.15,0.13,0.33732429255999324
7.0,0.03,0.2,0.25,0.24,0.31164199006274135
10.0,0.02,0.49,0.26,0.18,0.33612486266269725
8.0,0.1,0.45,0.49,0.13,0.3240482713565924
2.0,0.02,0.42,0.08,0.19,0.2879928861026805
7.0,0.07,0.34,0.29,0.21,0.3026296326893318
10.0,0.06,0.46,0.05,0.22,0.34146490684112984
7.0,0.04,0.26,0.03,0.19,0.3542757885005221
9.0,0.1,0.47000000000000003,0.16,0.06,0.33327222971553194
14.0,0.06,0.44,0.24,0.05,0.3307655886378428
5.0,0.04,0.18,0.24,0.09,0.283978259175473
15.0,0.09,0.47000000000000003,0.43,0.09,0.3272884771996225
8.0,0.02,0.42,0.28,0.18,0.2998286358821872
2.0,0.04,0.43,0.34,0.09,0.2826279147088838
9.0,0.02,0.12,0.01,0.23,0.3076427260384106
6.0,0.04,0.34,0.1,0.21,0.3351511046974546
4.0,0.01,0.16,0.31,0.28,0.3486383470637555
12.0,0.06,0.15,0.45,0.13,0.31181597556345886
8.0,0.04,0.22,0.1,0.23,0.29570424360105996
9.0,0.02,0.5,0.28,0.25,0.34248605559613676
2.0,0.03,0.18,0.35000000000000003,0.13,0.3744697091760827
11.0,0.06,0.43,0.02,0.06,0.338131895645378
7.0,0.04,0.33,0.39,0.01,0.31826671847539084
4.0,0.03,0.14,0.25,0.12,0.2609279552475726
5.0,0.07,0.39,0.2,0.13,0.32854326415844737
6.0,0.01,0.18,0.27,0.02,0.31329767919207846
13.0,0.02,0.13,0.27,0.12,0.3310145023773426
12.0,0.03,0.3,0.39,0.3,0.3310184308445491
13.0,0.03,0.44,0.39,0.19,0.3257678391659817
13.0,0.09,0.25,0.28,0.05,0.2969766769077628
4.0,0.08,0.34,0.05,0.22,0.33305130439204206
11.0,0.1,0.32,0.25,0.01,0.27993162639327
10.0,0.04,0.37,0.15,0.28,0.3327049080617823
3.0,0.07,0.28,0.07,0.08,0.3202663034607123
8.0,0.1,0.28,0.35000000000000003,0.08,0.28046856331984293
2.0,0.03,0.44,0.15,0.16,0.2839859551005937
12.0,0.04,0.25,0.44,0.23,0.3231832907603705
2.0,0.04,0.17,0.17,0.19,0.2699486992813881
11.0,0.07,0.45,0.05,0.02,0.3364142597214012
8.0,0.07,0.14,0.17,0.25,0.3184171760520721
4.0,0.01,0.11,0.21,0.29,0.2506677280024337
5.0,0.08,0.12,0.16,0.16,0.27848024907479146
13.0,0.03,0.44,0.15,0.25,0.34042625965747353
5.0,0.06,0.44,0.09,0.06,0.34045054838068667
6.0,0.08,0.48,0.15,0.16,0.3292535054337538
15.0,0.06,0.48,0.08,0.28,0.3432039435297232
10.0,0.08,0.24,0.35000000000000003,0.25,0.3062103062252613
8.0,0.05,0.47000000000000003,0.17,0.09,0.34784846884669585
9.0,0.01,0.45,0.32,0.1,0.36228601832268326
13.0,0.08,0.29,0.29,0.3,0.3275582483018539
12.0,0.06,0.48,0.27,0.04,0.34340146161962964
10.0,0.01,0.32,0.31,0.02,0.3444154967815082
12.0,0.01,0.31,0.47000000000000003,0.26,0.34170104605408436
8.0,0.09,0.28,0.01,0.24,0.3043126473101636
8.0,0.01,0.11,0.22,0.1,0.2663832620190397
10.0,0.1,0.35000000000000003,0.3,0.1,0.32029972044167204
2.0,0.1,0.38,0.1,0.11,0.3126631388626131
13.0,0.04,0.49,0.09,0.22,0.35480018822019743
9.0,0.06,0.23,0.07,0.25,0.3195674504837024
14.0,0.09,0.46,0.49,0.1,0.32486701289856584
14.0,0.02,0.37,0.16,0.03,0.352484807415917
12.0,0.1,0.24,0.3,0.15,0.28867601539869187
13.0,0.09,0.15,0.03,0.23,0.27365808349771126
7.0,0.01,0.12,0.07,0.07,0.3176264030553474
11.0,0.01,0.28,0.3,0.08,0.3508677502109036
2.0,0.05,0.18,0.04,0.07,0.2428189080686931
5.0,0.09,0.12,0.26,0.29,0.2609872966549798
5.0,0.08,0.16,0.22,0.26,0.3295363792145853
12.0,0.08,0.28,0.12,0.13,0.3336890752843911
8.0,0.02,0.35000000000000003,0.21,0.3,0.3362447696967803
12.0,0.03,0.11,0.13,0.23,0.27049096167906606
3.0,0.1,0.19,0.48,0.13,0.2747836488475028
10.0,0.1,0.11,0.12,0.22,0.33858464375333597
11.0,0.09,0.12,0.19,0.11,0.25256165656117485
10.0,0.05,0.39,0.47000000000000003,0.18,0.3015777228449307
4.0,0.02,0.35000000000000003,0.21,0.12,0.3123112978832109
12.0,0.05,0.49,0.29,0.08,0.34031305931015843
10.0,0.04,0.33,0.13,0.06,0.3348111641986941
7.0,0.01,0.45,0.07,0.2,0.3407795402855528
11.0,0.03,0.11,0.25,0.28,0.2555853593992925
15.0,0.1,0.32,0.42,0.18,0.28741300180383783
4.0,0.01,0.11,0.15,0.05,0.2506677280024337
15.0,0.1,0.17,0.29,0.02,0.2764138025203289
10.0,0.04,0.21,0.06,0.07,0.3452778466641958
4.0,0.03,0.36,0.44,0.06,0.32569376170025244
5.0,0.01,0.21,0.45,0.22,0.3031885281815637
2.0,0.05,0.41000000000000003,0.36,0.06,0.28516988180466674
10.0,0.07,0.44,0.49,0.18,0.3003495057187965
6.0,0.09,0.45,0.17,0.17,0.35918763977557644
12.0,0.1,0.42,0.27,0.04,0.31477867352700895
11.0,0.07,0.39,0.01,0.3,0.32087715991713295
2.0,0.04,0.45,0.26,0.3,0.3112837536988675
15.0,0.07,0.31,0.26,0.16,0.31963167830593225
2.0,0.01,0.37,0.29,0.08,0.3188570743961471
8.0,0.09,0.17,0.13,0.29,0.293592057280316
3.0,0.07,0.48,0.31,0.01,0.3405342694279154
5.0,0.04,0.31,0.31,0.18,0.28200976620037715
15.0,0.07,0.5,0.17,0.02,0.35229762894163963
15.0,0.02,0.11,0.12,0.01,0.26968391146114323
11.0,0.08,0.49,0.26,0.25,0.34456717242169743
5.0,0.06,0.33,0.28,0.09,0.3500051322927308
2.0,0.08,0.23,0.16,0.19,0.2662107467458114
10.0,0.04,0.21,0.25,0.11,0.3287166966734515
14.0,0.07,0.15,0.39,0.12,0.28591247715512597
5.0,0.09,0.49,0.28,0.18,0.33325899118666447
2.0,0.09,0.43,0.28,0.05,0.2785053723499272
12.0,0.01,0.23,0.06,0.12,0.32875158832782
2.0,0.05,0.21,0.42,0.19,0.3158444073528131
14.0,0.07,0.21,0.22,0.05,0.32030562318576666
15.0,0.06,0.25,0.3,0.29,0.32137329365682754
6.0,0.03,0.34,0.39,0.27,0.32918491850024684
2.0,0.08,0.17,0.09,0.25,0.26691985131143425
15.0,0.05,0.2,0.05,0.02,0.3276018512996614
7.0,0.09,0.41000000000000003,0.46,0.15,0.2840056216519611
8.0,0.09,0.3,0.28,0.26,0.3161221396949574
9.0,0.04,0.46,0.45,0.12,0.33330946555107155
8.0,0.09,0.11,0.08,0.16,0.20369139450750778
4.0,0.02,0.34,0.12,0.11,0.31745712833663026
15.0,0.1,0.13,0.31,0.15,0.26211486494537134
5.0,0.09,0.11,0.35000000000000003,0.06,0.20074184461250844
13.0,0.08,0.19,0.38,0.24,0.2949827410202156
12.0,0.06,0.35000000000000003,0.45,0.06,0.32189305239655497
14.0,0.07,0.3,0.38,0.02,0.3235099137392722
4.0,0.03,0.44,0.02,0.3,0.319967585998079
7.0,0.04,0.49,0.07,0.19,0.33681359799605826
5.0,0.08,0.14,0.36,0.06,0.2839049622637819
5.0,0.03,0.35000000000000003,0.41000000000000003,0.01,0.3368434790815116
13.0,0.03,0.44,0.18,0.01,0.3386450878981513
13.0,0.1,0.32,0.31,0.19,0.2880482174861456
13.0,0.04,0.14,0.45,0.14,0.3260503950643596
3.0,0.08,0.19,0.19,0.05,0.2621505360301899
5.0,0.03,0.16,0.1,0.19,0.311712299588042
6.0,0.1,0.42,0.39,0.27,0.32267886590906086
4.0,0.06,0.32,0.2,0.15,0.3484079485186996
15.0,0.02,0.47000000000000003,0.11,0.12,0.34476878746651424
9.0,0.02,0.14,0.33,0.15,0.328782269762103
8.0,0.01,0.21,0.35000000000000003,0.29,0.33514525261376343
7.0,0.07,0.22,0.29,0.3,0.31047889772815473
4.0,0.07,0.13,0.35000000000000003,0.27,0.3037187273322598
15.0,0.03,0.21,0.21,0.15,0.33363311430273584
13.0,0.05,0.48,0.01,0.26,0.33629322011435475
3.0,0.01,0.37,0.22,0.22,0.31518918826962267
10.0,0.04,0.3,0.33,0.13,0.33692936896884507
15.0,0.1,0.27,0.2,0.2,0.30212738164538633
14.0,0.04,0.21,0.23,0.24,0.33582260012686765
13.0,0.09,0.5,0.43,0.09,0.33663192154340366
8.0,0.02,0.2,0.22,0.03,0.3378457627263769
12.0,0.08,0.23,0.07,0.23,0.31429682345349824
6.0,0.05,0.19,0.45,0.09,0.3122206581939287
10.0,0.07,0.34,0.48,0.2,0.3046363034240495
11.0,0.03,0.38,0.44,0.02,0.33319551296424915
10.0,0.01,0.47000000000000003,0.03,0.3,0.3457827758152608
8.0,0.03,0.21,0.19,0.21,0.32514990468040056
14.0,0.05,0.39,0.27,0.26,0.29941901416094036
14.0,0.03,0.31,0.46,0.27,0.34259880188229813
2.0,0.06,0.31,0.12,0.02,0.29304706048969936
5.0,0.05,0.32,0.34,0.29,0.3484457356543847
8.0,0.01,0.37,0.16,0.22,0.2918502429097771
6.0,0.1,0.47000000000000003,0.39,0.15,0.3452930633920488
15.0,0.03,0.41000000000000003,0.29,0.24,0.3382001193131101
11.0,0.09,0.34,0.22,0.18,0.3180871805162618
8.0,0.03,0.22,0.17,0.01,0.29725926770527833
7.0,0.07,0.42,0.02,0.04,0.3075741901717696
2.0,0.09,0.43,0.44,0.12,0.2785053723499272
7.0,0.03,0.26,0.3,0.14,0.36778973875162296
9.0,0.02,0.21,0.5,0.15,0.2802667148516926
2.0,0.02,0.39,0.41000000000000003,0.22,0.2867915998438677
11.0,0.07,0.43,0.32,0.04,0.31556325408604785
8.0,0.08,0.25,0.15,0.2,0.3060113313103878
7.0,0.06,0.42,0.19,0.02,0.34133297569771825
14.0,0.03,0.47000000000000003,0.48,0.17,0.3555933784366586
7.0,0.04,0.28,0.34,0.05,0.32644830072593345
8.0,0.01,0.36,0.41000000000000003,0.14,0.2960353118909494
5.0,0.08,0.15,0.18,0.3,0.2920573913061572
5.0,0.1,0.12,0.04,0.14,0.26943596007696224
12.0,0.01,0.38,0.08,0.1,0.34681912702222273
14.0,0.01,0.22,0.38,0.02,0.3301424816010285
6.0,0.1,0.36,0.12,0.29,0.3357906101307759
11.0,0.08,0.44,0.13,0.26,0.3086253152840438
6.0,0.05,0.21,0.5,0.16,0.3028668751420573
3.0,0.05,0.39,0.18,0.12,0.26840763668219475
2.0,0.04,0.19,0.22,0.1,0.26416994696765406
12.0,0.02,0.23,0.32,0.14,0.3095812807013401
9.0,0.02,0.28,0.34,0.06,0.2929222571026875
15.0,0.1,0.22,0.31,0.14,0.2941929844608566
10.0,0.09,0.27,0.09,0.02,0.3102324892953174
15.0,0.03,0.28,0.06,0.24,0.3325439590465595
10.0,0.02,0.44,0.21,0.14,0.31744204909056806
13.0,0.09,0.46,0.33,0.18,0.3365219541596526
13.0,0.09,0.35000000000000003,0.16,0.05,0.32625608907285275
4.0,0.03,0.45,0.21,0.3,0.31288728469259375
8.0,0.07,0.21,0.44,0.03,0.3112073594015152
7.0,0.04,0.16,0.17,0.3,0.3399456900297431
10.0,0.07,0.17,0.25,0.09,0.32945471274302773
2.0,0.04,0.27,0.35000000000000003,0.29,0.2795896071080622
4.0,0.1,0.4,0.19,0.3,0.30063391047481197
12.0,0.07,0.5,0.22,0.1,0.34587270873583714
9.0,0.1,0.26,0.44,0.02,0.3069768096045729
6.0,0.01,0.22,0.35000000000000003,0.04,0.33598426164276934
15.0,0.07,0.33,0.4,0.08,0.3115606388022486
5.0,0.07,0.47000000000000003,0.48,0.17,0.32841250074771733
3.0,0.1,0.2,0.37,0.23,0.2705697800397458
12.0,0.05,0.26,0.17,0.02,0.3236334751818893
5.0,0.06,0.21,0.26,0.15,0.3204239799601491
11.0,0.01,0.29,0.5,0.17,0.2868365262196792
15.0,0.03,0.44,0.41000000000000003,0.15,0.3238829524496911
4.0,0.05,0.21,0.29,0.14,0.3181986095555999
6.0,0.07,0.13,0.03,0.17,0.3172612161901114
4.0,0.02,0.48,0.43,0.11,0.3614064971085144
2.0,0.03,0.33,0.17,0.08,0.32622550860976285
11.0,0.02,0.43,0.04,0.15,0.310016292198961
5.0,0.03,0.14,0.49,0.12,0.28583719543458325
8.0,0.09,0.4,0.31,0.01,0.29957776071084846
3.0,0.08,0.45,0.38,0.2,0.31417050658970697
15.0,0.02,0.12,0.23,0.06,0.3103310048266414
9.0,0.08,0.24,0.04,0.13,0.3021513483306088
7.0,0.04,0.35000000000000003,0.07,0.16,0.33755439145463956
11.0,0.02,0.48,0.11,0.1,0.3406193513196075
9.0,0.04,0.2,0.1,0.14,0.32495295859189854
4.0,0.01,0.39,0.11,0.22,0.30975950542203023
11.0,0.1,0.16,0.15,0.14,0.27559483535517626
6.0,0.08,0.3,0.17,0.27,0.3356835223133741
13.0,0.08,0.21,0.06,0.01,0.30692196481220446
10.0,0.1,0.36,0.33,0.27,0.32118132153678813
3.0,0.04,0.17,0.36,0.13,0.3400291472003847
6.0,0.02,0.17,0.24,0.25,0.2997252611061218
10.0,0.01,0.3,0.22,0.26,0.3052906803992173
13.0,0.03,0.25,0.21,0.16,0.3424531652571347
4.0,0.03,0.15,0.04,0.03,0.22501832684154188
6.0,0.07,0.14,0.23,0.02,0.31727780761095925
8.0,0.06,0.47000000000000003,0.46,0.13,0.31452093555765076
10.0,0.1,0.13,0.17,0.08,0.2653400668858935
2.0,0.05,0.36,0.19,0.25,0.33161466137613393
3.0,0.06,0.21,0.21,0.21,0.2843921955044437
11.0,0.07,0.23,0.47000000000000003,0.03,0.30054474845443696
4.0,0.03,0.24,0.08,0.03,0.2953352949201202
5.0,0.01,0.38,0.03,0.15,0.31868439015175126
6.0,0.1,0.27,0.2,0.05,0.3204268623753196
5.0,0.08,0.18,0.45,0.07,0.3278640186663905
13.0,0.04,0.43,0.25,0.11,0.3342719924199098
6.0,0.07,0.43,0.02,0.21,0.32183150057615423
15.0,0.04,0.35000000000000003,0.04,0.19,0.31668731475380885
13.0,0.07,0.3,0.49,0.18,0.3296096813897259
12.0,0.07,0.37,0.04,0.29,0.3235288923677268
8.0,0.08,0.28,0.33,0.06,0.3275706271351022
13.0,0.09,0.19,0.29,0.01,0.3000434919831348
2.0,0.06,0.15,0.25,0.1,0.30731877360541526
11.0,0.04,0.2,0.32,0.19,0.31079900813161393
5.0,0.07,0.2,0.49,0.2,0.3332734179014408
5.0,0.05,0.22,0.29,0.17,0.31329522191722925
2.0,0.09,0.42,0.39,0.08,0.2785053723499272
14.0,0.01,0.34,0.39,0.15,0.3100869377659958
8.0,0.04,0.18,0.28,0.06,0.3109796738112044
10.0,0.1,0.3,0.28,0.28,0.2981650489680041
5.0,0.07,0.21,0.1,0.07,0.27760340645934994
4.0,0.02,0.31,0.46,0.18,0.3204149434713749
12.0,0.04,0.25,0.43,0.04,0.32629888899197995
11.0,0.03,0.27,0.5,0.12,0.33117657470946643
8.0,0.05,0.31,0.38,0.02,0.33514965434479826
14.0,0.03,0.31,0.27,0.06,0.35518819627473025
7.0,0.03,0.39,0.18,0.01,0.36011380365233464
3.0,0.06,0.17,0.32,0.07,0.27104904742878994
9.0,0.01,0.26,0.06,0.07,0.3199065291637252
13.0,0.08,0.26,0.05,0.1,0.3046392669547026
9.0,0.06,0.12,0.06,0.09,0.25831601013976135
12.0,0.03,0.41000000000000003,0.31,0.26,0.3352434262956614
9.0,0.1,0.35000000000000003,0.05,0.29,0.33421243490566516
15.0,0.07,0.21,0.21,0.3,0.31695775561435974
2.0,0.04,0.33,0.23,0.24,0.2881460124713071
3.0,0.05,0.41000000000000003,0.3,0.25,0.27400278349209245
6.0,0.02,0.33,0.28,0.17,0.33633843015497455
15.0,0.04,0.23,0.35000000000000003,0.1,0.3168500300478854
9.0,0.04,0.35000000000000003,0.47000000000000003,0.09,0.31396888314163557
15.0,0.05,0.28,0.47000000000000003,0.11,0.30541707569235416
13.0,0.09,0.11,0.46,0.06,0.20505527237005314
5.0,0.08,0.3,0.3,0.23,0.34426526467055474
14.0,0.04,0.14,0.14,0.01,0.323642894399456
8.0,0.02,0.48,0.5,0.23,0.33488310086927875
3.0,0.01,0.36,0.45,0.14,0.3120439120705687
12.0,0.08,0.34,0.38,0.08,0.3202501951906806
5.0,0.02,0.47000000000000003,0.36,0.24,0.34087783393764887
8.0,0.04,0.33,0.24,0.15,0.3249702226219269
2.0,0.03,0.3,0.08,0.03,0.28207875972413565
13.0,0.03,0.49,0.28,0.26,0.3700479655701186
10.0,0.05,0.46,0.05,0.14,0.35140633620108525
14.0,0.06,0.5,0.07,0.15,0.3394884213475747
11.0,0.07,0.15,0.32,0.12,0.2849466608022782
5.0,0.02,0.41000000000000003,0.21,0.03,0.30924670044037894
6.0,0.1,0.35000000000000003,0.49,0.06,0.32066568862121564
12.0,0.08,0.36,0.11,0.09,0.316942671788691
14.0,0.07,0.12,0.01,0.19,0.2625391046752236
12.0,0.07,0.49,0.24,0.13,0.346814670836532
7.0,0.05,0.15,0.32,0.15,0.27839592129112767
5.0,0.06,0.27,0.05,0.06,0.354519367296424
8.0,0.06,0.16,0.06,0.25,0.31879470708536317
9.0,0.1,0.32,0.03,0.08,0.29204610230256883
10.0,0.09,0.33,0.43,0.21,0.31600743441655943
15.0,0.08,0.22,0.16,0.2,0.3058692806960129
4.0,0.04,0.46,0.27,0.19,0.31454786565337356
14.0,0.1,0.47000000000000003,0.27,0.09,0.32923716514078144
14.0,0.05,0.25,0.41000000000000003,0.17,0.3229324948295845
6.0,0.08,0.11,0.31,0.19,0.2542148650286042
3.0,0.06,0.14,0.11,0.25,0.2883524783409573
4.0,0.01,0.41000000000000003,0.21,0.22,0.3105068774909299
9.0,0.04,0.31,0.34,0.21,0.31619406517653537
10.0,0.03,0.33,0.16,0.06,0.33808914528349954
5.0,0.06,0.12,0.05,0.1,0.2547440175814965
10.0,0.06,0.37,0.14,0.26,0.33517349557906817
6.0,0.01,0.43,0.31,0.02,0.33434383087869285
3.0,0.08,0.38,0.48,0.15,0.29807455822156204
3.0,0.09,0.27,0.14,0.06,0.3441429768682583
8.0,0.03,0.42,0.42,0.03,0.32172013991191056
6.0,0.06,0.28,0.2,0.15,0.3220654421632089
10.0,0.06,0.39,0.11,0.06,0.32178309085824985
7.0,0.08,0.46,0.05,0.2,0.3467422667644883
8.0,0.02,0.14,0.45,0.04,0.3187710374828117
9.0,0.1,0.14,0.42,0.05,0.2539371562163056
14.0,0.09,0.32,0.05,0.12,0.31218854721642936
2.0,0.06,0.15,0.02,0.24,0.30881272816188976
11.0,0.05,0.29,0.43,0.02,0.33100726852917023
10.0,0.1,0.12,0.33,0.05,0.2694359600769623
2.0,0.07,0.18,0.08,0.28,0.24714603582388506
11.0,0.05,0.47000000000000003,0.44,0.22,0.3355979059560617
7.0,0.09,0.15,0.44,0.17,0.2799011284200765
11.0,0.08,0.42,0.35000000000000003,0.17,0.30323350145061845
9.0,0.07,0.36,0.33,0.21,0.30896420745947
2.0,0.01,0.43,0.4,0.3,0.28746422848300357
4.0,0.05,0.19,0.06,0.28,0.34045983598381985
2.0,0.01,0.29,0.35000000000000003,0.1,0.2723342697290415
4.0,0.1,0.45,0.45,0.11,0.31900095006569584
5.0,0.08,0.32,0.35000000000000003,0.25,0.3230724658244192
10.0,0.08,0.15,0.2,0.01,0.27596080963858016
13.0,0.08,0.47000000000000003,0.42,0.15,0.3319084795273111
11.0,0.1,0.45,0.02,0.06,0.32780425834484483
6.0,0.03,0.41000000000000003,0.37,0.15,0.3325052254931428
3.0,0.04,0.22,0.21,0.29,0.25402320874300627
10.0,0.06,0.19,0.04,0.11,0.3117164627873454
5.0,0.1,0.27,0.1,0.19,0.3294876357600406
5.0,0.06,0.47000000000000003,0.29,0.08,0.3173089273401739
11.0,0.01,0.48,0.21,0.09,0.33197853474466954
10.0,0.01,0.47000000000000003,0.49,0.01,0.3422290546462855
6.0,0.02,0.18,0.35000000000000003,0.1,0.32557578538166465
7.0,0.07,0.44,0.41000000000000003,0.01,0.29449806864902234
15.0,0.02,0.45,0.23,0.06,0.3472483989988734
6.0,0.1,0.11,0.37,0.29,0.33858464375333597
7.0,0.08,0.31,0.22,0.05,0.34470121581159546
13.0,0.02,0.31,0.27,0.15,0.30883584075488496
5.0,0.04,0.5,0.29,0.26,0.31396089941417443
4.0,0.02,0.41000000000000003,0.22,0.27,0.2861075675908647
11.0,0.08,0.2,0.39,0.22,0.2860004175246856
9.0,0.07,0.45,0.02,0.08,0.34396842655490256
10.0,0.01,0.34,0.03,0.3,0.3331431511137837
5.0,0.07,0.22,0.5,0.1,0.2633757468664547
2.0,0.09,0.13,0.03,0.11,0.266311599563681
15.0,0.01,0.12,0.24,0.04,0.32296970613996684
14.0,0.03,0.39,0.3,0.06,0.3371191706540694
7.0,0.09,0.41000000000000003,0.14,0.15,0.2887834928351935
13.0,0.03,0.41000000000000003,0.24,0.22,0.3310351606662877
10.0,0.06,0.37,0.5,0.01,0.32401425161341474
10.0,0.05,0.25,0.19,0.24,0.3267034891549364
7.0,0.06,0.25,0.33,0.23,0.3334795330454898
7.0,0.03,0.11,0.23,0.06,0.2500411478413264
8.0,0.07,0.33,0.08,0.16,0.33346818191132377
2.0,0.08,0.47000000000000003,0.44,0.04,0.36797354142868477
5.0,0.02,0.34,0.39,0.3,0.3090699318382506
12.0,0.09,0.44,0.48,0.05,0.31700264782580134
10.0,0.02,0.46,0.01,0.24,0.33905534078005845
6.0,0.01,0.5,0.16,0.2,0.3276108943191465
7.0,0.07,0.4,0.16,0.06,0.32469908924753266
13.0,0.02,0.38,0.1,0.15,0.3127296492531841
8.0,0.05,0.46,0.22,0.03,0.3446603084508062
11.0,0.07,0.21,0.34,0.19,0.30530876423191206
12.0,0.03,0.39,0.4,0.09,0.3314343484692142
10.0,0.01,0.26,0.49,0.01,0.3154413739917466
2.0,0.09,0.21,0.31,0.07,0.31602537717858625
8.0,0.09,0.19,0.46,0.11,0.28810791211631115
4.0,0.09,0.35000000000000003,0.17,0.23,0.3078129889348239
8.0,0.07,0.29,0.13,0.15,0.3350059248818793
15.0,0.04,0.5,0.49,0.03,0.32522012041773335
8.0,0.08,0.15,0.13,0.27,0.2906376676379451
13.0,0.01,0.3,0.06,0.09,0.33963195217132464
13.0,0.01,0.41000000000000003,0.12,0.03,0.33515757102693416
6.0,0.08,0.49,0.03,0.03,0.33416896440228444
2.0,0.01,0.13,0.28,0.15,0.25539092502731775
14.0,0.04,0.14,0.12,0.13,0.3289457989700183
4.0,0.08,0.28,0.01,0.21,0.2817791103457057
6.0,0.07,0.25,0.01,0.23,0.2900232035367258
11.0,0.04,0.31,0.17,0.28,0.34421434168544
4.0,0.01,0.35000000000000003,0.17,0.3,0.31097481658780035
8.0,0.03,0.15,0.5,0.17,0.3094698186521111
5.0,0.02,0.33,0.03,0.23,0.3067468137566206
5.0,0.09,0.21,0.09,0.05,0.32296813665990554
2.0,0.03,0.21,0.33,0.15,0.28344555999349785
9.0,0.07,0.45,0.15,0.04,0.34182711840144486
12.0,0.07,0.16,0.43,0.22,0.28237098771776825
14.0,0.01,0.18,0.3,0.13,0.3367195993383105
14.0,0.1,0.26,0.42,0.12,0.2964960317345016
14.0,0.06,0.36,0.1,0.26,0.33976557473416047
8.0,0.05,0.16,0.49,0.15,0.3054270999149202
4.0,0.06,0.29,0.32,0.11,0.288286909748939
15.0,0.01,0.45,0.08,0.17,0.3434442014185797
9.0,0.05,0.25,0.36,0.26,0.31865565298093396
3.0,0.06,0.38,0.05,0.04,0.34777465195896035
9.0,0.06,0.37,0.4,0.2,0.33057060160757346
13.0,0.05,0.22,0.05,0.21,0.3059083517938298
4.0,0.05,0.34,0.14,0.21,0.3329867569817546
10.0,0.06,0.21,0.11,0.26,0.3328389020464044
9.0,0.03,0.25,0.13,0.09,0.36251374891107296
3.0,0.05,0.39,0.16,0.3,0.2684076366821948
5.0,0.01,0.19,0.47000000000000003,0.28,0.29645444863183956
4.0,0.02,0.12,0.11,0.15,0.34977316939308567
9.0,0.01,0.27,0.1,0.25,0.3244926094145777
13.0,0.07,0.46,0.2,0.11,0.3349412956204669
14.0,0.04,0.4,0.03,0.17,0.34173109332566093
9.0,0.03,0.31,0.04,0.02,0.340618559491809
9.0,0.07,0.31,0.3,0.27,0.3025855424590005
5.0,0.05,0.44,0.46,0.22,0.32249967333593255
7.0,0.05,0.12,0.38,0.04,0.2854381978696217
11.0,0.03,0.32,0.43,0.24,0.3257660278466983
9.0,0.01,0.4,0.5,0.24,0.3119781663502119
3.0,0.05,0.5,0.48,0.28,0.3454875461971391
4.0,0.01,0.16,0.22,0.18,0.34825704887496134
15.0,0.1,0.48,0.04,0.07,0.32918439074041983
3.0,0.03,0.19,0.31,0.06,0.37110053870958476
11.0,0.03,0.17,0.26,0.3,0.34153022176408077
